timestamp,ax,ay,az,gx,gy,gz,speed,label
0.0,-0.4589928786184178,0.21717137754970986,9.632532291287127,-0.018195425491471923,-0.000509541981905242,0.01564475860876591,12.855604817108665,0.0
0.0025,0.39572747146318155,0.24484154194099816,9.735398756855176,0.011447511640673718,0.009471455707244083,-0.014698850624742823,13.645065382270204,0.0
0.005,0.09863669751050164,0.4352266039582031,9.850728590335455,0.00798110982417566,-0.007343743344203683,-0.027290255036757985,17.8558450821961,0.0
0.0075,0.13079994968970354,0.18882617479630948,9.699719266037329,-0.007837373092169215,-0.008988642364171332,-0.010113573427901574,16.819131805510676,0.0
0.01,-0.07157631592704806,-0.2199067978372507,9.824644175985204,-0.02441357897729828,-0.0212910658701521,0.02116864745690984,14.776308259395325,0.0
0.0125,-0.39473264494064864,-0.34932383515236454,9.755302064398109,0.008448904257534527,-0.011028722490823126,0.0370137387583497,17.389725217013712,0.0
0.015,0.1181244222607534,-0.041682656781524094,9.751627129019795,0.022006905156041628,0.004635608750943108,0.02772405426720001,13.338027718773123,0.0
0.0175,0.0912465641809323,0.3030585973191746,9.663953822812678,-0.01921561066212111,0.02555357813216931,-0.017832505184742404,13.83367324847209,0.0
0.02,0.0013552684297199128,-0.12085499239432627,9.61546501478876,0.0016918673267363343,0.004347250257261325,-0.027326319336599098,11.927246591772866,0.0
0.0225,-0.04053686384457347,0.21488028502799905,9.531728861462872,0.030041194889318067,0.00044958176848977296,-0.011325903720498218,17.53553390011872,0.0
0.025,0.0961462271099406,0.029364001475243453,9.663722384319854,-0.005201138612566871,-0.01384181241445557,0.014063807411309229,14.602721274674444,0.0
0.0275,-0.07600143544748211,0.3432971928361178,9.445588192721276,0.015344589990768952,-0.015327261796258002,-0.006868152217747248,16.480951111199687,0.0
0.03,0.1363408827749438,0.24720564683742735,9.76004464402429,0.0021437400495991615,-0.008067092930696578,-0.02659525475677769,13.157282457855862,0.0
0.0325,-0.15198981112011511,0.039292200945854734,9.694134653161488,0.012101373594299506,0.0034633235118204054,0.011733468316764107,12.526537667497891,0.0
0.035,0.10356447860189971,0.02884077094849148,9.444409765225807,-0.021506907291158416,-0.01893394173728769,0.013975872303373214,17.14804923168318,0.0
0.0375,-0.38812749200654184,-0.06881989566597076,9.710717859615594,0.02670106018821886,0.03553766697538206,-0.0110214127839779,16.96007771160022,0.0
0.04,-0.05261356641278375,0.06977226330607426,9.713785646458536,-0.03316054331881436,-0.012859084504838343,-0.027699077589095157,14.652536534875813,0.0
0.0425,-0.24694167826620386,-0.12952741894698291,9.779506036011515,-0.02592692451671233,-0.0013187449708012635,-0.019687103146867592,11.986134788172901,0.0
0.045,0.11221430161747226,0.3922461718465384,9.521689530481448,-0.01386625312133508,-0.014143366969819379,0.031907301124730204,13.205008614954757,0.0
0.0475,-0.06958973288273,-0.15962297466641168,10.064815997291685,-0.0074222498580537545,-0.017843919504594307,-0.0314899332413959,16.362211750802594,0.0
0.05,0.0758892886238421,-0.17294738807769608,9.878505829452845,0.005214233913732012,-0.025389110710588848,-0.023138221468315505,11.27649886463945,0.0
0.0525,0.24928259418576842,-0.19317511465254886,9.426293795784535,0.0007715787650802078,0.011039062167231146,-0.0029491396080700756,17.01341417506028,0.0
0.055,-0.08770684339671382,0.34200978202637333,9.7947472499645,0.018210057963740093,0.011830706861672244,0.002774399282126281,13.949241695835475,0.0
0.0575,-0.13781924418025762,-0.26315193756439115,9.90808505597287,-0.00676730289429539,0.0021250818515984684,0.0009214565238211443,12.001750319325431,0.0
0.06,0.37232405400006,0.04329643994907302,9.824943189679413,-0.007591122187569156,0.014522109979121048,-0.008098971934074528,11.34840602217858,0.0
0.0625,0.05971391738524139,0.15363182176319043,9.832644439976827,-0.004631192078190876,-0.01734550802694066,-0.00227523541330367,15.313603701883515,0.0
0.065,0.4852143275918055,-0.11166167528892451,9.907192956770192,-0.009385200674186097,0.02255029407011611,-0.029240859303231913,10.023148014107388,0.0
0.0675,-0.24326363313660926,-0.2385280916605965,9.47716361446314,-0.003215719356056026,0.021514779161034753,0.01465843952414232,16.342694960603307,0.0
0.07,0.025017966104467212,-0.007616036075627448,9.915325878031524,-0.04712104639414388,-0.003567561448566815,0.002401128946661948,13.445103317467606,0.0
0.0725,0.1401326725869116,0.23294571786978957,9.709656556016125,0.03121142737446139,0.007226519495012153,-0.028317453601464745,10.566254947281323,0.0
0.075,0.006604152905611073,-0.08997877263923086,10.036196119129439,-0.035547207697091514,0.01852763733410202,0.0025884811129517553,11.558777087547732,0.0
0.0775,0.22042866150997809,0.14036094042515598,9.653652380079404,0.0030916857400180558,0.003209820953854456,-0.023882094213462466,15.729858561066834,0.0
0.08,-0.0684858193688907,0.11620440087342981,9.44958602574971,0.014250611085205304,-0.023753800048626324,0.02975780425498563,10.430108780998166,0.0
0.0825,0.3164908521180126,0.024909235077087474,9.719780806681484,0.002265864011302577,0.0264025453923586,0.010306975863288327,16.177032535238922,0.0
0.085,0.18550750108084998,0.10462623600591761,9.794234253480084,-0.0330519714920403,0.0075794414066250185,0.0016127888014880645,11.490551060327002,0.0
0.08750000000000001,-0.1404795475749169,-0.1507378959822332,9.55632966154672,0.015593257040787898,-0.027292828577002912,-0.009600206944725352,13.031905487516038,0.0
